borehole_id,easting,northing,depth_m,depth_top_m,depth_bot_m,soil_layer,soil_desc,consistency,su_kpa,su_method,spt_n,unit_weight,plasticity_idx,liquid_limit,plastic_limit,water_content,source_file,notes
OW-04,671300,1513200,55.1,54.1,56.1,FS,Firm SAND / Sandy CLAY transition (SM-SC),Medium Dense,,,22,19.0,,,,16,OW-04.pdf,Transition layer
OW-04,671300,1513200,56.85,56.55,57.15,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,49,20.3,,,,15,OW-04.pdf,
OW-04,671300,1513200,58.35,58.05,58.65,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,55,20.4,,,,13,OW-04.pdf,
OW-04,671300,1513200,59.85,59.55,60.15,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,61,20.6,,,,14,OW-04.pdf,
OW-04,671300,1513200,61.35,61.05,61.65,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,35,20.5,,,,16,OW-04.pdf,
OW-04,671300,1513200,62.85,62.55,63.15,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,66,20.4,,,,14,OW-04.pdf,
OW-05,651800,1532400,1.15,0.0,2.3,MG,Fill Material / Made Ground,Stiff,,,11,17.0,,,,23,OW-05.pdf,
OW-05,651800,1532400,3.05,2.6,3.5,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,11.1,ST,,14.6,61,82,21,99,OW-05.pdf,
OW-05,651800,1532400,4.55,4.1,5.0,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,12.8,ST,,14.8,58,84,26,78,OW-05.pdf,
OW-05,651800,1532400,6.45,6.0,6.9,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,28.1,ST,,15.8,42,68,26,74,OW-05.pdf,
OW-05,651800,1532400,7.95,7.5,8.4,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,33.5,ST,,15.4,38,64,25,89,OW-05.pdf,
OW-05,651800,1532400,9.45,9.0,9.9,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,35.0,ST,,15.9,46,67,20,70,OW-05.pdf,
OW-05,651800,1532400,10.95,10.5,11.4,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,42.7,ST,,15.0,47,67,19,73,OW-05.pdf,
OW-05,651800,1532400,12.45,12.0,12.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Stiff,84.2,ST,,18.5,26,46,19,40,OW-05.pdf,
OW-05,651800,1532400,13.95,13.65,14.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,17,17.7,29,45,16,37,OW-05.pdf,SS sample in stiff clay
OW-05,651800,1532400,15.45,15.0,15.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,115.6,ST,,18.6,40,58,19,30,OW-05.pdf,
OW-05,651800,1532400,16.95,16.65,17.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,21,18.3,38,55,17,37,OW-05.pdf,SS sample in stiff clay
OW-05,651800,1532400,18.45,18.0,18.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,122.8,ST,,17.3,28,49,21,43,OW-05.pdf,
OW-05,651800,1532400,19.95,19.65,20.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,25,17.7,45,66,20,32,OW-05.pdf,SS sample in stiff clay
OW-05,651800,1532400,21.45,21.0,21.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,142.1,ST,,17.8,42,62,19,30,OW-05.pdf,
OW-05,651800,1532400,22.95,22.65,23.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Hard,,,34,18.8,28,49,21,34,OW-05.pdf,SS sample in stiff clay
OW-05,651800,1532400,23.75,23.45,24.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Medium Dense,,,29,20.0,,,,20,OW-05.pdf,
OW-05,651800,1532400,25.25,24.95,25.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,36,19.5,,,,14,OW-05.pdf,
OW-05,651800,1532400,26.75,26.45,27.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,40,19.7,,,,17,OW-05.pdf,
OW-05,651800,1532400,28.25,27.95,28.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,43,19.4,,,,19,OW-05.pdf,
OW-05,651800,1532400,29.75,29.45,30.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,47,19.8,,,,17,OW-05.pdf,
OW-05,651800,1532400,31.25,30.95,31.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,53,19.8,,,,15,OW-05.pdf,
OW-05,651800,1532400,32.75,32.45,33.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,57,19.7,,,,16,OW-05.pdf,
OW-05,651800,1532400,34.25,33.95,34.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,47,19.8,,,,15,OW-05.pdf,
OW-05,651800,1532400,35.75,35.45,36.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,55,19.9,,,,17,OW-05.pdf,
OW-05,651800,1532400,37.25,36.95,37.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,66,19.9,,,,16,OW-05.pdf,
OW-05,651800,1532400,38.75,38.45,39.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,62,19.6,,,,18,OW-05.pdf,
OW-05,651800,1532400,40.25,39.95,40.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,67,19.7,,,,19,OW-05.pdf,
OW-05,651800,1532400,41.75,41.45,42.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,70,19.7,,,,14,OW-05.pdf,
OW-05,651800,1532400,42.85,42.55,43.15,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,40,20.1,22,40,18,18,OW-05.pdf,
OW-05,651800,1532400,44.35,44.05,44.65,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,39,20.1,21,39,19,20,OW-05.pdf,
OW-05,651800,1532400,45.85,45.55,46.15,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,47,20.1,16,36,21,23,OW-05.pdf,
OW-05,651800,1532400,47.35,47.05,47.65,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,54,20.1,22,39,17,23,OW-05.pdf,
OW-05,651800,1532400,48.85,48.55,49.15,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,37,20.0,18,38,21,21,OW-05.pdf,
OW-05,651800,1532400,50.35,50.05,50.65,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,49,19.8,17,36,19,21,OW-05.pdf,
OW-05,651800,1532400,51.85,51.55,52.15,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,58,20.0,18,39,21,18,OW-05.pdf,
OW-05,651800,1532400,53.75,53.0,54.5,FS,Firm SAND / Sandy CLAY transition (SM-SC),Medium Dense,,,22,19.5,,,,21,OW-05.pdf,Transition layer
OW-05,651800,1532400,55.25,54.95,55.55,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,46,20.6,,,,13,OW-05.pdf,
OW-05,651800,1532400,56.75,56.45,57.05,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,51,20.8,,,,19,OW-05.pdf,
OW-05,651800,1532400,58.25,57.95,58.55,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,42,20.6,,,,19,OW-05.pdf,
OW-05,651800,1532400,59.75,59.45,60.05,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,52,20.6,,,,18,OW-05.pdf,
OW-05,651800,1532400,61.25,60.95,61.55,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,55,20.6,,,,15,OW-05.pdf,
OW-05,651800,1532400,62.75,62.45,63.05,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,47,20.6,,,,15,OW-05.pdf,
OW-05,651800,1532400,64.25,63.95,64.55,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,69,20.9,,,,16,OW-05.pdf,
OW-06,668500,1528100,1.1,0.0,2.2,MG,Fill Material / Made Ground,Stiff,,,9,17.0,,,,31,OW-06.pdf,
OW-06,668500,1528100,2.95,2.5,3.4,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,13.9,ST,,14.5,51,71,20,101,OW-06.pdf,
OW-06,668500,1528100,4.45,4.0,4.9,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,14.0,ST,,14.7,51,74,23,86,OW-06.pdf,
OW-06,668500,1528100,5.95,5.5,6.4,VSC,Very soft to soft CLAY grey high plasticity (CH),Soft,15.9,ST,,14.8,66,91,25,87,OW-06.pdf,
OW-06,668500,1528100,7.15,6.7,7.6,SOC,Soft to medium CLAY grey high plasticity (CH),Soft,21.8,ST,,16.0,50,73,24,78,OW-06.pdf,
OW-06,668500,1528100,8.65,8.2,9.1,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,34.6,ST,,15.2,45,65,20,76,OW-06.pdf,
OW-06,668500,1528100,10.15,9.7,10.6,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,31.0,ST,,15.4,40,65,24,71,OW-06.pdf,
OW-06,668500,1528100,11.65,11.2,12.1,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,34.6,ST,,16.0,42,63,20,93,OW-06.pdf,
OW-06,668500,1528100,13.15,12.7,13.6,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,39.4,ST,,15.4,42,65,23,78,OW-06.pdf,
OW-06,668500,1528100,14.65,14.2,15.1,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,48.1,ST,,15.8,48,68,20,74,OW-06.pdf,
OW-06,668500,1528100,15.45,15.0,15.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Stiff,80.6,ST,,18.8,40,59,20,37,OW-06.pdf,
OW-06,668500,1528100,16.95,16.65,17.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,19,18.2,26,46,19,34,OW-06.pdf,SS sample in stiff clay
OW-06,668500,1528100,18.45,18.0,18.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Stiff,97.5,ST,,18.5,42,64,23,31,OW-06.pdf,
OW-06,668500,1528100,19.95,19.65,20.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,24,17.9,27,47,20,35,OW-06.pdf,SS sample in stiff clay
OW-06,668500,1528100,21.45,21.0,21.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,147.9,ST,,18.3,34,54,20,29,OW-06.pdf,
OW-06,668500,1528100,22.95,22.65,23.25,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,28,18.6,29,48,18,30,OW-06.pdf,SS sample in stiff clay
OW-06,668500,1528100,24.45,24.0,24.9,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,161.5,ST,,18.7,37,59,22,38,OW-06.pdf,
OW-06,668500,1528100,26.25,25.95,26.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,37,19.9,,,,17,OW-06.pdf,
OW-06,668500,1528100,27.75,27.45,28.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Medium Dense,,,28,19.8,,,,21,OW-06.pdf,
OW-06,668500,1528100,29.25,28.95,29.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,37,19.6,,,,19,OW-06.pdf,
OW-06,668500,1528100,30.75,30.45,31.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,43,19.7,,,,20,OW-06.pdf,
OW-06,668500,1528100,32.25,31.95,32.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,49,20.0,,,,16,OW-06.pdf,
OW-06,668500,1528100,33.75,33.45,34.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,51,19.9,,,,19,OW-06.pdf,
OW-06,668500,1528100,35.25,34.95,35.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,57,20.1,,,,17,OW-06.pdf,
OW-06,668500,1528100,36.75,36.45,37.05,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,58,19.5,,,,18,OW-06.pdf,
OW-06,668500,1528100,38.25,37.95,38.55,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,61,19.7,,,,15,OW-06.pdf,
OW-06,668500,1528100,40.25,39.95,40.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,36,19.9,22,42,20,18,OW-06.pdf,
OW-06,668500,1528100,41.75,41.45,42.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,41,20.3,24,45,21,21,OW-06.pdf,
OW-06,668500,1528100,43.25,42.95,43.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,42,20.0,19,43,24,25,OW-06.pdf,
OW-06,668500,1528100,44.75,44.45,45.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,59,20.4,13,32,19,20,OW-06.pdf,
OW-06,668500,1528100,46.25,45.95,46.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,61,20.4,18,37,19,23,OW-06.pdf,
OW-06,668500,1528100,47.75,47.45,48.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,52,20.0,16,37,21,18,OW-06.pdf,
OW-06,668500,1528100,49.25,48.95,49.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,67,20.1,22,44,22,19,OW-06.pdf,
OW-06,668500,1528100,50.75,50.45,51.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,57,20.2,17,35,18,21,OW-06.pdf,
OW-06,668500,1528100,52.25,51.95,52.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,68,19.9,18,38,20,25,OW-06.pdf,
OW-06,668500,1528100,53.75,53.45,54.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,57,20.4,28,44,17,17,OW-06.pdf,
OW-06,668500,1528100,54.9,54.0,55.8,FS,Firm SAND / Sandy CLAY transition (SM-SC),Medium Dense,,,24,18.9,,,,20,OW-06.pdf,Transition layer
OW-06,668500,1528100,56.55,56.25,56.85,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,55,20.4,,,,15,OW-06.pdf,
OW-06,668500,1528100,58.05,57.75,58.35,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,55,20.7,,,,19,OW-06.pdf,
OW-06,668500,1528100,59.55,59.25,59.85,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,65,20.5,,,,15,OW-06.pdf,
OW-06,668500,1528100,61.05,60.75,61.35,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,72,20.6,,,,16,OW-06.pdf,
OW-06,668500,1528100,62.55,62.25,62.85,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,50,20.7,,,,13,OW-06.pdf,
OW-06,668500,1528100,64.05,63.75,64.35,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,57,20.2,,,,14,OW-06.pdf,
OW-06,668500,1528100,65.55,65.25,65.85,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,63,20.2,,,,13,OW-06.pdf,
OW-06,668500,1528100,67.05,66.75,67.35,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,64,20.2,,,,13,OW-06.pdf,
OW-07,652400,1515600,1.3,0.0,2.6,MG,Fill Material / Made Ground,Soft,,,4,16.8,,,,34,OW-07.pdf,
OW-07,652400,1515600,3.35,2.9,3.8,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,8.9,ST,,15.1,66,87,22,95,OW-07.pdf,
OW-07,652400,1515600,4.85,4.4,5.3,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,12.9,ST,,14.6,54,77,24,102,OW-07.pdf,
OW-07,652400,1515600,6.35,5.9,6.8,VSC,Very soft to soft CLAY grey high plasticity (CH),Soft,19.3,ST,,14.6,52,77,25,107,OW-07.pdf,
OW-07,652400,1515600,7.15,6.7,7.6,SOC,Soft to medium CLAY grey high plasticity (CH),Soft,15.0,ST,,16.0,43,69,26,69,OW-07.pdf,
OW-07,652400,1515600,8.65,8.2,9.1,SOC,Soft to medium CLAY grey high plasticity (CH),Soft,25.0,ST,,15.6,55,78,23,53,OW-07.pdf,
OW-07,652400,1515600,10.15,9.7,10.6,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,35.2,ST,,15.1,42,63,21,57,OW-07.pdf,
OW-07,652400,1515600,11.65,11.2,12.1,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,31.7,ST,,15.3,43,66,23,69,OW-07.pdf,
OW-07,652400,1515600,13.15,12.7,13.6,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,35.0,ST,,15.5,52,77,25,73,OW-07.pdf,
OW-07,652400,1515600,14.65,14.2,15.1,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,47.6,ST,,15.9,53,80,26,69,OW-07.pdf,
OW-07,652400,1515600,16.15,15.7,16.6,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Stiff,57.1,ST,,18.1,39,62,23,41,OW-07.pdf,
OW-07,652400,1515600,17.65,17.35,17.95,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,20,18.1,12,33,21,33,OW-07.pdf,SS sample in stiff clay
OW-07,652400,1515600,19.15,18.7,19.6,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,112.9,ST,,18.1,41,61,19,38,OW-07.pdf,
OW-07,652400,1515600,20.65,20.35,20.95,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,26,18.3,36,56,20,28,OW-07.pdf,SS sample in stiff clay
OW-07,652400,1515600,22.15,21.7,22.6,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,111.9,ST,,18.5,31,52,21,37,OW-07.pdf,
OW-07,652400,1515600,23.35,23.05,23.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,33,19.7,,,,15,OW-07.pdf,
OW-07,652400,1515600,24.85,24.55,25.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,38,19.5,,,,16,OW-07.pdf,
OW-07,652400,1515600,26.35,26.05,26.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,41,19.9,,,,18,OW-07.pdf,
OW-07,652400,1515600,27.85,27.55,28.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,54,19.6,,,,18,OW-07.pdf,
OW-07,652400,1515600,29.35,29.05,29.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,39,19.9,,,,19,OW-07.pdf,
OW-07,652400,1515600,30.85,30.55,31.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,55,19.6,,,,16,OW-07.pdf,
OW-07,652400,1515600,32.35,32.05,32.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,58,19.8,,,,19,OW-07.pdf,
OW-07,652400,1515600,33.85,33.55,34.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,50,20.2,,,,19,OW-07.pdf,
OW-07,652400,1515600,35.35,35.05,35.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,60,19.6,,,,17,OW-07.pdf,
OW-07,652400,1515600,36.85,36.55,37.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,61,19.9,,,,17,OW-07.pdf,
OW-07,652400,1515600,38.35,38.05,38.65,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,62,19.9,,,,20,OW-07.pdf,
OW-07,652400,1515600,39.85,39.55,40.15,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,56,19.4,,,,14,OW-07.pdf,
OW-07,652400,1515600,41.25,40.95,41.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,32,19.8,24,43,19,20,OW-07.pdf,
OW-07,652400,1515600,42.75,42.45,43.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,36,20.1,21,41,20,19,OW-07.pdf,
OW-07,652400,1515600,44.25,43.95,44.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,49,19.8,33,46,13,19,OW-07.pdf,
OW-07,652400,1515600,45.75,45.45,46.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,40,20.3,10,33,23,16,OW-07.pdf,
OW-07,652400,1515600,47.25,46.95,47.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,66,20.2,20,40,20,28,OW-07.pdf,
OW-07,652400,1515600,48.75,48.45,49.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,62,19.7,27,46,19,16,OW-07.pdf,
OW-07,652400,1515600,50.25,49.95,50.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,65,19.9,21,41,19,19,OW-07.pdf,
OW-07,652400,1515600,51.75,51.45,52.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,68,19.9,23,41,18,20,OW-07.pdf,
OW-07,652400,1515600,53.25,52.95,53.55,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,80,20.1,16,35,19,19,OW-07.pdf,
OW-07,652400,1515600,54.75,54.45,55.05,MSC,Hard silty CLAY light grey to grey low plasticity (CL),Hard,,,71,20.1,21,40,19,19,OW-07.pdf,
OW-07,652400,1515600,55.9,55.3,56.5,FS,Firm SAND / Sandy CLAY transition (SM-SC),Medium Dense,,,24,19.3,,,,19,OW-07.pdf,Transition layer
OW-07,652400,1515600,57.25,56.95,57.55,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,49,20.5,,,,18,OW-07.pdf,
OW-07,652400,1515600,58.75,58.45,59.05,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,59,20.4,,,,15,OW-07.pdf,
OW-07,652400,1515600,60.25,59.95,60.55,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,43,20.3,,,,15,OW-07.pdf,
OW-07,652400,1515600,61.75,61.45,62.05,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Very Dense,,,60,20.7,,,,14,OW-07.pdf,
OW-07,652400,1515600,63.25,62.95,63.55,SS,Dense to very dense SAND with silt grey fine to medium grained (SM SP-SM),Dense,,,49,20.6,,,,15,OW-07.pdf,
OW-08,675200,1521800,0.8,0.0,1.6,MG,Fill Material / Made Ground,Stiff,,,8,17.4,,,,34,OW-08.pdf,
OW-08,675200,1521800,2.35,1.9,2.8,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,13.0,ST,,15.2,50,76,26,90,OW-08.pdf,
OW-08,675200,1521800,3.85,3.4,4.3,VSC,Very soft to soft CLAY grey high plasticity (CH),Very Soft,14.3,ST,,15.5,61,83,22,110,OW-08.pdf,
OW-08,675200,1521800,5.35,4.9,5.8,VSC,Very soft to soft CLAY grey high plasticity (CH),Soft,19.3,ST,,15.2,57,82,25,93,OW-08.pdf,
OW-08,675200,1521800,6.85,6.4,7.3,VSC,Very soft to soft CLAY grey high plasticity (CH),Soft,17.7,ST,,15.4,54,77,23,91,OW-08.pdf,
OW-08,675200,1521800,8.25,7.8,8.7,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,31.5,ST,,15.9,45,67,23,76,OW-08.pdf,
OW-08,675200,1521800,9.75,9.3,10.2,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,31.8,ST,,15.1,54,76,23,67,OW-08.pdf,
OW-08,675200,1521800,11.25,10.8,11.7,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,30.9,ST,,15.8,59,82,23,76,OW-08.pdf,
OW-08,675200,1521800,12.75,12.3,13.2,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,33.4,ST,,15.7,56,76,20,68,OW-08.pdf,
OW-08,675200,1521800,14.25,13.8,14.7,SOC,Soft to medium CLAY grey high plasticity (CH),Medium,44.1,ST,,15.1,43,67,24,58,OW-08.pdf,
OW-08,675200,1521800,15.35,14.9,15.8,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Stiff,98.6,ST,,18.0,32,53,22,27,OW-08.pdf,
OW-08,675200,1521800,16.85,16.55,17.15,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,21,18.3,38,60,22,35,OW-08.pdf,SS sample in stiff clay
OW-08,675200,1521800,18.35,17.9,18.8,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,117.4,ST,,17.5,27,45,18,31,OW-08.pdf,
OW-08,675200,1521800,19.85,19.55,20.15,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,28,17.5,34,51,17,25,OW-08.pdf,SS sample in stiff clay
OW-08,675200,1521800,21.35,20.9,21.8,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,105.0,ST,,18.2,40,63,22,28,OW-08.pdf,
OW-08,675200,1521800,22.85,22.55,23.15,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,,,29,19.0,33,51,18,36,OW-08.pdf,SS sample in stiff clay
OW-08,675200,1521800,24.35,23.9,24.8,SC,Stiff to very stiff CLAY light grey to grey high plasticity (CH),Very Stiff,157.3,ST,,17.9,31,51,20,33,OW-08.pdf,
OW-08,675200,1521800,25.65,25.35,25.95,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,32,19.7,,,,18,OW-08.pdf,
OW-08,675200,1521800,27.15,26.85,27.45,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,38,20.1,,,,17,OW-08.pdf,
OW-08,675200,1521800,28.65,28.35,28.95,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,39,19.5,,,,20,OW-08.pdf,
OW-08,675200,1521800,30.15,29.85,30.45,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,36,19.9,,,,15,OW-08.pdf,
OW-08,675200,1521800,31.65,31.35,31.95,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,47,20.0,,,,14,OW-08.pdf,
OW-08,675200,1521800,33.15,32.85,33.45,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,47,19.3,,,,20,OW-08.pdf,
OW-08,675200,1521800,34.65,34.35,34.95,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Dense,,,49,19.3,,,,16,OW-08.pdf,
OW-08,675200,1521800,36.15,35.85,36.45,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,61,20.2,,,,20,OW-08.pdf,
OW-08,675200,1521800,37.65,37.35,37.95,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,54,19.8,,,,20,OW-08.pdf,
OW-08,675200,1521800,39.15,38.85,39.45,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,57,19.7,,,,15,OW-08.pdf,
OW-08,675200,1521800,40.65,40.35,40.95,SS,Dense to very dense silty SAND grey fine to medium grained (SM),Very Dense,,,58,20.2,,,,18,OW-08.pdf,
